code,description,type,package_line_level,gross_charge,discounted_cash_price,de_identified_min_contracted_rate,de_identified_max_contracted_rate,derived_contracted_rate,1199_commercial_other,aetna_medicare_advantage_hmo,aetna_commercial_hmo_pos,aetna_commercial_ppo_open_access,aetna_commercial_other,empire_health_commercial_other,empire_health_commercial_ppo_open_access,bluecross_blueshield_commercial_other,beacon_health_commercial_other,carelon_health_commercial_other,cigna_commercial_ppo_open_access,cigna_commercial_other,cigna_commercial_hmo_pos,eh_facet_commercial_other,emblemhealth_commercial_ppo_open_access,emblemhealth_commercial_other,emblemhealth_commercial_hmo_pos,emblemhealth_medicaid_hmo,emblemhealth_medicare_advantage_hmo,empire_health_commercial_hmo_pos,empire_health_medicare_advantage_hmo,empire_health_medicaid_hmo,evernorth_commercial_other,fidelis_commercial_other,fidelis_medicare_advantage_hmo,fidelis_medicaid_hmo,ghi_commercial_other,healthfirst_commercial_other,healthfirst_medicare_advantage_hmo,healthfirst_medicaid_hmo,healthplus_hp_medicaid_hmo,healthplus_hp_commercial_other,healthplus_hp_medicare_advantage_hmo,humana_commercial_other,humana_commercial_hmo_pos,humana_commercial_ppo_open_access,meritain_health_commercial_other,molina_commercial_other,optum_commercial_other,oxford_commercial_other,oxford_commercial_hmo_pos,tricare_commercial_other,united_healthcare_commercial_other,united_healthcare_medicare_advantage_hmo,united_healthcare_commercial_hmo_pos,united_healthcare_medicaid_hmo,united_healthcare_commercial_ppo_open_access,veteran_family_commercial_other
87209,SPECIAL STAIN FOR PARASITES,Outpatient,Line,79.38,79.38,5.85,53.04,24.99,,,,,,39.0,39.0,,,,,,,,,,,,,,,,,,,5.86,,7.1,,,,,,,,,,,,53.04,,,,,,5.85,25.11,
87252,TISSUE CULTURE INOCULATION FOR VIRUS ISOLATION,Outpatient,Line,37.22,37.22,15.0,36.0,24.47,,,,,,,,,,,,,,,,26.59,,,,,,,,15.0,,,,17.77,,,,,,,,,,,,,,,36.0,,,,27.0,
87253,TISSUE CULTURE FOR VIRUS ISOLATION,Outpatient,Line,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,12.0,,,,,,,,,,,,,,,,,,,,
87255,VIRUS ISOLATION,Outpatient,Line,27.0,27.0,5.75,18.41,9.21,,,,,,,,13.5,,,18.41,,,,,6.51,,,,,,,,,,6.78,,6.76,,,5.75,,,,,,,,,,,,,,,6.76,,
87305,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR ASPERGILLUS (FUNGUS),Outpatient,Line,88.3,88.3,8.03,76.5,44.96,,,,,,39.65,51.0,,,,60.01,,,,,46.38,,,,,,,,,,8.78,,8.03,,,,,,,,,,,,69.36,,,76.5,,,,,
87324,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR CLOSTRIDIUM DIFFICILE TOXINS (STOOL PATHOGEN),Outpatient,Line,56.03,56.03,9.4,55.0,26.4,,,35.4,,,27.5,55.0,,,,,,,,48.24,,,,,,,,,,,9.43,,9.4,,,,,,,,,,,,,,,,,,9.4,16.8,
87327,"DETECTION TEST BY IMMUNOASSAY TECHNIQUE, MULTISTEP METHOD, FOR CRYPTOCOCCUS NEOFORMANS (YEAST)",Outpatient,Line,147.42,147.42,8.03,86.4,39.4,,,86.4,,,,72.0,,,,22.55,,,,,,,,,,,,,,,8.03,,8.03,,,,,,,,,,,,,,,,,,,,
87329,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR GIARDIA (INTESTINAL PARASITE),Outpatient,Line,16.0,16.0,8.0,16.01,11.19,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,11.98,,11.98,,,,,,,,,,,,,,,,,,,16.01,
87338,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HELICOBACTER PYLORI (GI TRACT BACTERIA) IN STOOL,Outpatient,Line,39.69,39.69,8.03,40.0,21.16,,,24.0,,,20.0,,20.0,,,27.28,,,,35.08,,,,,,,,,,,8.05,,8.03,,,,,,,,,,,,,,,,,,8.03,40.0,
87340,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HEPATITIS B SURFACE ANTIGEN,Outpatient,Line,141.38,141.38,8.71,136.82,65.43,89.6,,91.06,91.98,,82.47,73.71,75.0,,,109.16,,,,129.8,9.76,136.82,,,73.0,,,,8.78,,10.33,,10.33,,,,,,,,,,,10.33,103.36,,,118.63,,,10.33,8.71,
87341,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HEPATITIS B SURFACE ANTIGEN NEUTRALIZATION,Outpatient,Line,133.45,133.45,8.78,67.3,24.04,,,,,,67.3,,,,,,,,,,,,,,,,,,8.78,,10.33,,,,,,,,,,,,9.76,,,,,,,,,,
87350,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HEPATITIS BE SURFACE ANTIGEN,Outpatient,Line,14.0,14.0,7.0,11.53,9.1,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,9.8,,10.16,,,,,,,,,,,,,,,,,11.53,,,,,
87385,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HISTOPLASMA CAPSULATUM (PARASITE),Outpatient,Line,99.54,99.54,12.53,74.8,44.61,,,,,,,46.5,,,,,,,,,,,,,,,,,,,12.53,,,,,,,,,,,,,,74.8,,,,,,,,
87389,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR HIV-1 ANTIGEN AND HIV-1 AND HIV-2 ANTIBODIES,Outpatient,Line,122.62,122.62,13.59,120.63,53.06,72.6,,75.25,76.23,,120.63,64.5,60.5,,,90.47,,,,106.82,24.56,113.14,,,,24.08,,,20.47,,18.54,,18.49,,,15.72,,24.08,,,24.08,13.59,,,85.0,,29.79,102.85,,,18.49,20.47,
87425,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR ROTAVIRUS,Outpatient,Line,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
87449,DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR OTHER ORGANISM,Outpatient,Line,138.28,138.28,5.1,96.53,48.02,,,,,,53.17,51.0,51.0,,,96.53,,,,,67.09,,,,,,,,5.2,,5.1,,5.26,,,,,,,,,,,,69.36,,,76.5,,,,,
87451,"DETECTION TEST BY IMMUNOASSAY TECHNIQUE FOR MULTIPLE ORGANISMS, EACH POLYVALENT ANTISERUM",Outpatient,Line,36.77,36.77,5.68,6.09,5.89,,,,,,,,,,,5.68,,,,,,,,,,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,
87468,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); ANAPLASMA PHAGOCYTOPHILUM, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,32.0,32.0,7.47,38.67,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,,7.47,,,,,,,,,,,,,,,,,,38.67,,
87469,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); BABESIA MICROTI, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,73.0,73.0,36.5,36.5,36.5,,,,,,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87476,"DETECTION BY NUCLEIC ACID FOR BORRELIA BURGDORFERI (BACTERIA), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,71.75,71.75,25.37,72.0,45.71,43.2,,45.36,45.36,,72.0,36.0,,,,51.05,,,,63.15,28.77,,,,,,,,40.84,,29.84,,25.37,,,32.87,,35.09,,,,,,,48.96,,,72.0,,,38.67,68.6,
87478,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); BORRELIA MIYAMOTOI, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,505.57,505.57,52.43,339.75,221.33,,,,271.8,,,,,,,,,,,,,,,,,,,,,,,,52.43,,,,,,,,,,,,,,,339.75,,,,,
87481,"DETECTION TEST FOR CANDIDA SPECIES (YEAST), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,58.0,58.0,19.75,101.83,40.4,,,35.67,35.67,,,101.83,29.0,,,36.16,,,,50.87,35.79,,,,19.75,35.09,,,,,34.37,,36.78,,,,,,,,,34.8,38.67,35.09,,,,,,,31.77,55.12,
87483,TEST FOR DETECTING NUCLEIC ACID OF ORGANISM CAUSING INFECTION OF CENTRAL NERVOUS SYSTEM,Outpatient,Line,330.0,330.0,207.9,283.41,245.66,207.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.41,,
87484,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); EHRLICHIA CHAFFEENSIS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,32.0,32.0,7.47,29.01,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,29.01,,7.47,,,,,,,,,,,,,,,,,,19.34,,
87491,"DETECTION TEST BY NUCLEIC ACID FOR CHLAMYDIA TRACHOMATIS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,284.71,284.71,23.77,353.0,132.51,174.08,,353.0,215.33,,201.71,178.75,116.14,,,258.14,,,,278.95,41.86,232.2,,,258.75,,,,41.86,,28.49,,23.77,,,27.94,34.83,,,,35.09,112.2,38.67,33.08,240.04,,43.41,263.9,,,38.48,42.0,
87493,"DETECTION TEST BY NUCLEIC ACID FOR CLOSTRIDIUM DIFFICILE, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,304.0,304.0,30.16,266.62,82.1,,37.27,,,,152.0,152.0,152.0,,,,,,,266.62,42.39,,,,,,,,45.94,,38.67,,37.04,,,,,,,,,,,37.27,,,,37.27,,,38.67,30.16,
87496,"DETECTION TEST BY NUCLEIC ACID FOR CYTOMEGALOVIRUS (CMV), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,89.06,89.06,10.57,38.67,27.78,,,,,,,35.0,,,,10.57,,,,,,,,,,,,,38.29,,38.67,,23.39,,,16.44,,,,,,,,,,,,,,,32.1,,
87497,"DETECTION TEST BY NUCLEIC ACID FOR CYTOMEGALOVIRUS, QUANTIFICATION",Outpatient,Line,113.01,113.01,7.0,117.08,55.78,41.19,42.84,50.44,48.17,,58.1,104.33,43.17,,,105.21,,,,72.0,117.08,54.51,,,7.0,42.84,,,36.41,,31.16,,28.56,,,,,42.84,,,42.84,,,,85.68,,,92.06,42.84,,28.56,65.0,
87507,"DETECTION TEST BY NUCLEIC ACID FOR DIGESTIVE TRACT PATHOGEN, MULTIPLE TYPES OR SUBTYPES, 12-25 TARGETS",Outpatient,Line,940.7,940.7,58.03,922.0,406.87,,,922.0,922.0,,461.0,922.0,461.0,,,,,,,822.88,87.38,808.63,,,,416.78,,,73.65,61.77,65.49,,406.36,,,58.03,,,,,,,66.26,416.78,,,,303.0,,,76.41,379.09,
87516,"DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS B VIRUS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,62.67,62.67,21.43,64.5,33.29,,,64.5,37.2,,31.63,,33.5,,,,,,,,21.5,,,,,35.09,,,,,21.47,,21.43,,,,,,,,,,,,,,,,,,,,
87517,"DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS B VIRUS, QUANTIFICATION",Outpatient,Line,85.33,85.33,29.13,74.55,44.8,,,,,,42.5,42.5,42.5,,,63.55,,,,74.55,37.25,,,,,,,,36.41,,38.67,,44.89,,,,,42.84,,,,,,,,,,42.84,,,29.13,,
87521,"DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS C VIRUS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,63.52,63.52,32.0,65.0,38.58,,,65.0,37.8,,32.0,,33.5,,,,,,,,35.09,,,,,35.09,,,,,35.09,,35.09,,,,,,,,,,,,,,,,,,,,
87522,"DETECTION TEST BY NUCLEIC ACID FOR HEPATITIS C VIRUS, QUANTIFICATION",Outpatient,Line,728.75,728.75,19.15,561.0,217.63,,,,,,374.0,374.0,,,,559.27,,,,,38.47,,,,,,,,19.15,,39.19,,42.84,,,32.87,,,,,,,19.34,,508.64,,,561.0,,,42.84,,
87529,"DETECTION TEST BY NUCLEIC ACID FOR HERPES SIMPLEX VIRUS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,104.44,104.44,9.58,203.47,68.37,69.6,,69.6,69.6,,58.0,116.0,58.0,,,,,,,203.47,71.58,,,,,,,,9.58,,23.73,,32.15,,,28.2,,,,,,139.2,32.31,,,,,87.0,,,25.65,68.6,
87530,"DETECTION TEST BY NUCLEIC ACID FOR HERPES SIMPLEX VIRUS, QUANTIFICATION",Outpatient,Line,94.25,94.25,19.15,44.5,31.46,,,,,,44.5,,,,,,,,,,,,,,,42.84,,,,,19.34,,,,,,,,,,,,,,,,,,,,19.15,,
87533,"DETECTION TEST BY NUCLEIC ACID FOR HERPES VIRUS-6, QUANTIFICATION",Outpatient,Line,178.0,178.0,19.26,133.5,87.57,,,,,,89.0,89.0,,,,121.4,,,,,117.08,,,,,,,,,,19.26,,43.75,,,,,,,,,,,,,,,133.5,,,,,
87535,"DETECTION TEST BY NUCLEIC ACID FOR HIV-1 VIRUS, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,75.92,75.92,21.43,1741.0,223.79,,,65.0,35.55,,32.0,1741.0,33.5,,,,,,,,29.05,,,,,35.09,,,,,21.47,,21.43,,,,,,,,,,,,,,,,,,,,
87536,"DETECTION TEST BY NUCLEIC ACID FOR HIV-1 VIRUS, QUANTIFICATION",Outpatient,Line,676.32,676.32,85.0,459.68,193.08,427.86,,,,,,338.0,,,,,,,,,86.8,,,,,,,,85.0,,85.1,,85.1,,,,,85.1,,,85.1,,,,459.68,,,,,,,,
87541,"DETECTION TEST BY NUCLEIC ACID FOR LEGIONELLA PNEUMOPHILA (WATER BORNE BACTERIA), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87563,DETECTION OF MYCOPLASMA GENITALIUM BY DNA OR RNA PROBE,Outpatient,Line,101.0,101.0,21.43,21.43,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.43,,,,,,,,,,,,,,,,,,21.43,,
87591,"DETECTION TEST BY NUCLEIC ACID FOR NEISSERIA GONORRHOEAE (GONORRHOEAE BACTERIA), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,277.06,277.06,17.01,343.0,123.86,169.22,,343.0,209.23,,196.0,171.5,112.95,,,250.83,,,,271.09,26.92,225.62,,,171.5,,,,29.83,,20.76,,21.61,,,17.01,34.83,,,,35.09,109.2,21.27,33.08,233.24,,43.41,285.83,,,21.43,42.13,
87593,"INFECTIOUS AGENT DETECTION BY NUCLEIC ACID (DNA OR RNA); ORTHOPOXVIRUS (EG, MONKEYPOX VIRUS, COWPOX VIRUS, VACCINIA VIRUS), AMPLIFIED PROBE TECHNIQUE, EACH",Outpatient,Line,85.0,85.0,24.84,34.16,29.5,,,,,,,,,,,,,,,,24.84,,,,,,,,,,,,34.16,,,,,,,,,,,,,,,,,,,,
87624,"DETECTION TEST BY NUCLEIC ACID FOR HUMAN PAPILLOMAVIRUS (HPV), HIGH-RISK TYPES",Outpatient,Line,214.48,214.48,25.97,244.0,90.14,140.22,35.09,146.4,146.4,244.0,122.0,122.0,84.91,,,155.5,,,,164.89,36.74,214.0,,,134.98,35.09,,,,,28.03,,27.85,,,25.97,62.66,35.09,,,166.41,146.4,27.91,35.09,97.92,,43.41,35.09,35.09,,28.15,36.65,
87631,"DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE TYPES OF RESPIRATORY VIRUS, MULTIPLE TYPES OR SUBTYPES, 3-5 TARGETS",Outpatient,Line,307.41,307.41,56.46,305.0,105.74,,,,,,,305.0,,,,82.12,,,,,63.99,,,,,142.63,,,65.77,,66.32,,,,,56.46,,,,,142.63,,66.42,,,,,,,,66.1,,
87633,"DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE TYPES OF RESPIRATORY VIRUS, MULTIPLE TYPES OR SUBTYPES, 12-25 TARGETS",Outpatient,Line,779.99,779.99,66.1,766.0,332.93,,,674.67,766.0,,383.0,383.0,,,,333.14,,,,,425.12,,,,383.0,,,,73.54,66.1,66.39,,434.44,,,67.31,147.98,,,,,,66.42,,,,515.56,457.33,,,416.78,,
87635,AMPLIFED DNA OR RNA PROBE DETECTION OF SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (COVID-19) ANTIGEN,Outpatient,Line,134.7,134.7,51.31,153.93,70.89,75.6,51.31,91.08,109.2,,63.42,63.0,63.0,,,75.23,,,,,67.5,114.46,,,63.0,51.31,,,57.47,51.31,51.31,,153.93,51.31,,52.63,115.45,51.31,,53.61,51.31,,51.31,51.31,99.54,,73.89,109.65,51.31,,51.31,60.66,
87637,"DETECTION TEST BY MULTIPLEX AMPLIFIED PROBE TECHNIQUE FOR SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2 (SARS-COV-2) (COVID-19), INFLUENZA VIRUS TYPES A AND B, AND RESPIRATORY SYNCYTIAL VIRUS",Outpatient,Line,927.59,927.59,142.63,823.7,249.23,,142.63,,,,,,,,,314.37,,,,,,,,,,142.63,,,,,,,,,,142.63,,,,,142.63,,142.63,,,,,823.7,142.63,,,,
87641,"DETECTION TEST BY NUCLEIC ACID FOR STAPHYLOCOCCUS AUREUS, METHICILLIN RESISTANT (MRSA BACTERIA), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,294.0,294.0,45.94,45.94,45.94,,,,,,,,,,,,,,,,,,,,,,,,45.94,,,,,,,,,,,,,,,,,,,,,,,,
87651,"DETECTION TEST BY NUCLEIC ACID FOR STREP (STREPTOCOCCUS, GROUP A), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,130.55,130.55,33.91,129.25,75.5,,,,127.0,,127.0,127.0,,,,60.28,,,,,50.87,,,,,,,,40.54,,38.45,,42.91,,,33.91,,,,,,,38.67,,,,,129.25,,,38.67,127.0,
87661,"DETECTION TEST BY NUCLEIC ACID FOR TRICHOMONAS VAGINALIS (GENITAL PARASITE), AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,59.09,59.09,18.39,582.0,64.5,,,34.69,36.29,,,59.0,29.5,,,40.89,,,,51.75,35.79,,,,582.0,35.09,,,,,20.83,,21.43,,,18.39,,,,,,35.4,21.15,35.09,,,,54.0,,,20.93,28.72,
87798,"DETECTION TEST BY NUCLEIC ACID FOR ORGANISM, AMPLIFIED PROBE TECHNIQUE",Outpatient,Line,66.84,66.84,8.06,106.63,37.1,37.5,,45.83,37.5,,32.71,60.0,31.25,,,47.62,,,,53.3,,,,,,,,,18.67,,17.82,,36.78,,,26.85,21.75,35.09,,,,10.15,38.67,,,,,106.63,,,38.67,8.06,
87799,"DETECTION TEST BY NUCLEIC ACID FOR ORGANISM, QUANTIFICATION",Outpatient,Line,134.5,134.5,11.4,153.0,68.22,55.73,42.84,79.85,71.82,,65.9,153.0,60.13,,,104.35,,,,124.37,150.71,64.34,,,11.4,42.84,,,38.29,,18.89,,45.2,,,,,42.84,,,42.84,,,42.84,85.68,,,121.0,42.84,,,61.25,
87801,"DETECTION TEST BY NUCLEIC ACID FOR MULTIPLE ORGANISMS, AMPLIFIED PROBE(S) TECHNIQUE",Outpatient,Line,291.82,291.82,19.34,19.34,19.34,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,,,,,,,,,,,,,,,,,,,,,,
87900,INFECTIOUS AGENT DRUG SUSCEPTIBILITY ANALYSIS,Outpatient,Line,119.36,119.36,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,,,,,,,,
87901,ANALYSIS TEST BY NUCLEIC ACID FOR HIV-1 VIRUS,Outpatient,Line,226.23,226.23,217.0,225.09,221.05,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,225.09,,,,,,,,,,,,,,,,,,,,
87902,ANALYSIS TEST BY NUCLEIC ACID FOR HEPATITIS C VIRUS,Outpatient,Line,146.67,146.67,82.0,82.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,82.0,,,,,,,,,,,,,,,,,,,,
87903,"ANALYSIS TEST BY NUCLEIC ACID FOR HIV-1 VIRUS, FIRST THROUGH 10 DRUGS TESTED",Outpatient,Line,745.0,745.0,488.66,488.66,488.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.66,,,,,,,,,,,,,,,,,,,,
87904,"ANALYSIS TEST BY NUCLEIC ACID FOR HIV-1 VIRUS, EACH ADDITIONAL DRUG TESTED",Outpatient,Line,37.0,37.0,15.2,15.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,
87906,"ANALYSIS TEST BY NUCLEIC ACID FOR HIV-1 VIRUS, OTHER REGION",Outpatient,Line,120.64,120.64,109.0,113.18,111.09,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,113.18,,,,,,,,,,,,,,,,,,,,
87910,"ANALYSIS TEST BY NUCLEIC ACID FOR CYTOMEGALOVIRUS, CYTOMEGALOVIRUS",Outpatient,Line,229.0,229.0,57.25,57.25,57.25,,,,,,57.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87912,ANALYSIS TEST BY NUCLEIC ACID FOR HEPATITIS B VIRUS,Outpatient,Line,295.0,295.0,218.83,257.45,238.14,,,,,,,,,,,,,,,,,,,,,,,,218.83,,,,,,,,,,,,,,,,,,,257.45,,,,,
88104,"CELL EXAMINATION OF BODY FLUID, SMEARS",Outpatient,Line,191.33,191.33,19.12,107.95,52.14,,,,,,,,,,,80.17,,,,,67.33,,,,,,,,,,19.12,,19.12,,,,,,,,,,,,,,,,,,19.12,107.95,
88104,"CELL EXAMINATION OF BODY FLUID, SMEARS",Outpatient,Package,191.33,191.33,19.12,107.95,52.14,,,,,,,,,,,80.17,,,,,67.33,,,,,,,,,,19.12,,19.12,,,,,,,,,,,,,,,,,,19.12,107.95,
88108,"CELL EXAMINATION OF SPECIMEN, CONCENTRATION TECHNIQUE",Outpatient,Line,250.55,250.55,19.12,1720.07,169.15,154.37,39.98,170.13,248.0,265.0,248.0,124.0,127.0,,,198.91,,,,223.0,58.46,205.71,,,132.5,39.02,,,75.72,69.89,44.37,,19.12,,,53.73,100.14,39.28,,,38.88,,27.08,34.91,171.53,,,1720.07,,,69.89,37.58,
88108,"CELL EXAMINATION OF SPECIMEN, CONCENTRATION TECHNIQUE",Outpatient,Package,250.55,250.55,19.12,1720.07,169.15,154.37,39.98,170.13,248.0,265.0,248.0,124.0,127.0,,,198.91,,,,223.0,58.46,205.71,,,132.5,39.02,,,75.72,69.89,44.37,,19.12,,,53.73,100.14,39.28,,,38.88,,27.08,34.91,171.53,,,1720.07,,,69.89,37.58,
88121,"CELL EXAMINATION OF URINE, COMPUTER-ASSISTED",Outpatient,Line,452.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88121,"CELL EXAMINATION OF URINE, COMPUTER-ASSISTED",Outpatient,Package,452.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88142,"PAP TEST, MANUAL SCREENING",Outpatient,Line,216.99,216.99,20.26,188.56,73.12,,20.26,133.19,136.3,,,111.25,107.5,,,146.63,,,,188.56,26.65,179.14,,,,20.26,,,,,21.75,,20.26,,,24.84,,,,,,,,20.26,,,25.06,,20.26,,,40.83,
88182,FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS,Outpatient,Line,472.5,472.5,165.97,470.0,317.99,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,165.97,,,,,,,,,,,,,,,,,,,,
88182,FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS,Outpatient,Package,540.75,540.75,165.97,470.0,317.99,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,165.97,,,,,,,,,,,,,,,,,,,,
88184,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, FIRST MARKER",Outpatient,Line,473.78,473.78,19.69,1753.94,343.96,299.06,351.17,297.05,309.6,,243.36,471.24,182.67,,,237.55,,,,401.95,351.42,415.77,,,1753.94,359.48,,,326.72,,23.19,,23.17,,,19.69,,351.17,,,,,207.64,334.57,332.38,,,485.34,384.38,,49.52,387.0,
88184,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, FIRST MARKER",Outpatient,Package,850.61,850.61,19.69,1753.94,343.96,299.06,351.17,297.05,309.6,,243.36,471.24,182.67,,,237.55,,,,401.95,351.42,415.77,,,1753.94,359.48,,,326.72,,23.19,,23.17,,,19.69,,351.17,,,,,207.64,334.57,332.38,,,485.34,384.38,,49.52,387.0,
88185,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, EACH ADDITIONAL MARKER",Outpatient,Line,376.83,376.83,2.18,7871.13,697.4,239.14,,408.63,243.6,,191.21,193.6,193.7,,,201.28,,,,2910.21,363.49,7871.13,,,226.52,,,,6.29,,9.64,,15.45,,,9.91,,,,,,,2.18,,265.95,,,284.25,,,7.28,304.5,
88187,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, 2 TO 8 MARKERS",Outpatient,Line,253.0,253.0,221.89,221.89,221.89,,,,,,,,,,,,,,,221.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88188,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, 9 TO 15 MARKERS",Outpatient,Line,451.33,451.33,25.0,71.64,44.26,,,,,,,,,,,,,,,,,,,,,,,,45.44,,,,25.0,,,71.64,,,,,,,,,,,,,,,34.95,,
88189,"FLOW CYTOMETRY TECHNIQUE FOR DNA OR CELL ANALYSIS, 16 OR MORE MARKERS",Outpatient,Line,416.0,416.0,34.6,34.6,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,,
88230,TISSUE CULTURE TO IDENTIFY WHITE BLOOD CELL DISORDERS,Outpatient,Line,392.02,392.02,40.0,423.61,216.69,,,,,,199.79,322.0,,,,272.12,,,,423.61,,,,,,,,,,,40.3,,40.0,,,,,,,,,,,,,,,219.0,,,,,
88233,TISSUE CULTURE TO IDENTIFY SKIN DISORDERS,Outpatient,Line,828.11,828.11,50.0,4386.39,579.8,,,520.8,498.77,,405.5,55.1,,,,127.68,,,,,127.08,,,,50.0,,,,,,132.19,,131.91,,,,,,,,,794.14,,,551.48,,,4386.39,,,131.91,204.21,
88237,TISSUE CULTURE FOR TUMOR DISORDERS OF BONE MARROW AND BLOOD CELLS,Outpatient,Line,1294.13,1294.13,100.03,984.0,435.04,779.4,,779.4,278.0,,649.5,649.5,695.0,,,,,,,,100.53,,,,649.5,,,,122.19,,100.46,,100.03,,,103.03,,,,,,,,,,,,984.0,,,100.03,,
88239,TISSUE CULTURE FOR TUMOR DISORDERS,Outpatient,Line,888.21,888.21,131.91,522.6,239.34,,,522.6,,,,,,,,170.94,,,,,,,,,,,,,,,,,131.91,,,,,,,,,,,,,,,,,,131.91,,
88248,"CHROMOSOME ANALYSIS FOR GENETIC DEFECTS, BASELINE BREAKAGE, SCORE 50-100 CELLS, COUNT 20 CELLS",Outpatient,Line,465.0,465.0,100.0,477.0,280.38,,,,,,219.0,477.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,325.5,,,,,
